Condition,Durationinseconds,RecordedDate,Q4_ProductText,Q5_Initial_Urge,Q6_Initial_Intent,Q8_Browser,Q8_Version,Q8_OperatingSystem,Q8_Resolution,Q11_3_SqTable1,Q11_4_SqTable1,Q11_5_SqTable1,Q11_6_SqTable1,Q11_7_SqTable1,Q11_8_SqTable1,Q11_9_SqTable1,Q11_10_SqTable1,Q11_11_SqTable1,Q11_12_SqTable1,Q11_13_SqTable1,Q11_14_SqTable1,Q11_15_SqTable1,Q11_16_SqTable1,Q11_17_SqTable1,Q12_PageSubmit,Q15_3_SqTable2,Q15_4_SqTable2,Q15_5_SqTable2,Q15_6_SqTable2,Q15_7_SqTable2,Q15_8_SqTable2,Q15_9_SqTable2,Q15_10_SqTable2,Q15_11_SqTable2,Q15_12_SqTable2,Q15_13_SqTable2,Q15_14_SqTable2,Q15_15_SqTable2,Q15_16_SqTable2,Q15_17_SqTable2,Q16_PageSubmit,Q17_Grp2_PostUrge,Q18_Grp2_PostIntent,Q24_Grp1_PostUrge,Q25_Grp1_PostIntent,Q27_PlanningToBuy,IBT_1,IBT_2,IBT_3,IBT_4,IBT_5,MotivationLevel,SelfEfficacy,NFC_1,NFC_2,NFC_3,NFC_4,NFC_5,Gender,GenderTEXT,Age,Income,Race_White,Race_Hispanic,Race_Black,Race_NativeAmerican,Race_Asian,Race_PacificIslander,Race_Other,Race_Other_Text,Employment_FullTime,Employment_PartTime,Employment_OutLooking,Employment_OutNotLooking,Employment_StayHomeParent,Employment_Student,Employment_Military,Employment_Retired,Employment_UnableWork,MaritialStatus,Education,Q78_ReflectionDifficultyFor,Q79ReflectionDifficultyAgainst,Q108_DifficultyCounting,Q109_WasDistracted,Prod_Page_Number,Screener_Duration_sec,Screener_RecordedDate,Screener_Freq_ImpulseBuying,IBT5_NEW,IB_SCALE,NFC3_NEW,NFC_SCALE,DV_Urge,DV_Intent,ReflectionCondition,DistractionCondition,CHAR_Reflect_For_1,CHAR_Reflect_For_2,CHAR_Reflect_For_3,CHAR_Reflect_For_4,CHAR_Reflect_For_5,Total_Chars_ForBuying,CHAR_Reflect_Against_1,CHAR_Reflect_Against_2,CHAR_Reflect_Against_3,CHAR_Reflect_Against_4,CHAR_Reflect_Against_5,Total_Chars_AgainstBuying,Reflection_TotalCharacters,DV_POST_INDEX,DV_PRE_INDEX,NumberCorrect_Table1,NumberCorrect_Table2,NumberCorrect_TOTAL,TimeSpent_Distraction,ReflectionDiff_Urge,ReflectionDiff_Intent,DistractionDiff_Intent,DistractionDiff_Urge,NCFxReflection,AverageDifficulty_Reflection,InterventionDifficulty,InterventionTimeSpent,Male,IBTxReflection,IBTxDistraction,NCFxDistraction,UrgeIntent_DIFF,PerfectCountingScore_YN,filter_$
1,401,11/20/19 9:58,"""Product # 41: Outdoor Waterproof Bluetooth Speaker, Kunodi Wireless Portable Mini Shower Travel Speaker""",6,5,Chrome,78.0.3904.108,Macintosh,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,3,2,2,4,6,6,6,4,4,2,4,3,2, ,22,2,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,6,4,2, , ,2,19,11/18/19 14:36,2,2,13,4,19,5,5,1,0,9,59,10,8,9,95,13,20,22,39,38,132,227,5,5.5,0,0,0, ,1,0, , ,19,3,3,126.456,0,13,0,0,.5,0,1
1,523,11/20/19 10:04,Product # 32: ONXE USB LED Clock Fan with Real Time Display Function,4,5,Chrome,78.0.3904.92,CrOS x86_64 12499.51.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,5,4,5,5,3,4,4,2,2,4,2,2,2, ,48,3,1,0,0,0,0,0,0, , ,1, , , , , , , ,1,2,4,2, , ,1,48,11/18/19 14:40,4,5,24,2,10,4,4,1,0,16,39,42,17,18,132,22,34,15,30,9,110,242,4,4.5,0,0,0, ,0,1, , ,10,3,3,201.494,0,24,0,0,.5,0,1
1,1111,11/20/19 14:21,"""Product # 108: Aria Starr Dead Sea Mud Mask For Face, Acne, Oily Skin & Blackheads - Best Facial Pore Minimizer, Reducer & Pores Cleanser""",5,6,Chrome,78.0.3904.108,Android 8.0.0,360x640, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,4,4,4,3,5,5,6,4,2,4,2,2,2, ,22,1,1,0,0,0,0,0,0, , ,1, , , , , , , ,6,5,2,1, , ,3,189,11/18/19 14:25,3,3,18,2,12,5,5,1,0,23,22,22,32,26,125,25,37,40,31,51,184,309,5,5.5,0,0,0, ,0,1, , ,12,1.5,1.5,357.311,0,18,0,0,.5,0,1
1,2217,11/20/19 10:30,"""Product # 26: Burrito Blanket, Giant Flour Tortilla Throw Blanket,  Flannel Taco Blanket for Kids.""",5,6,Edge,17.17134,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,5,5,3,5,2,5,3,2,4,4,3,4,2, ,28,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,2,3,4, , ,1,17,11/18/19 14:29,3,6,24,2,15,5,5,1,0,33,13,19,32,39,136,36,36,31,1,35,139,275,5,5.5,0,0,0, ,0,1, , ,15,3.5,3.5,372.014,0,24,0,0,.5,0,1
1,461,11/20/19 13:33,"""Product # 92: Plant Theatre Bonsai Trio Kit, 3 Distinctive Bonsai Trees to Grow""",4,3,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,0,5,6,4,6,3,5,5,2,2,5,2,4,2, ,25,2,1,0,0,0,0,0,0, , , , , , , , , ,1,6,3,5,2, , ,3,67,11/18/19 14:38,2,5,26,1,11,3,3,1,0,38,42,13,39,29,161,17,29,32,37,19,134,295,3,3.5,0,0,0, ,1,0, , ,11,3.5,3.5,100.829,0,26,0,0,.5,0,1
1,263,11/20/19 9:57,Product # 8: I survived another meeting - 11OZ ceramic coffee mugs (2 pack),6,6,Chrome,78.0.3904.108,Windows NT 10.0,1680x1050, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,5,5,5,6,3,5,5,5,5,1,5,5,2, ,52,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,7,5,3, , ,1,70,11/18/19 14:33,2,5,26,5,25,5,5,1,0,5,9,16,11,3,44,13,23,5,31,29,101,145,5,6,0,0,0, ,1,1, , ,25,4,4,54.209,0,26,0,0,1,0,1
1,510,11/20/19 10:20,Product # 7: WoneNice Camping Hammock - Portable Lightweight Double Nylon Hammock,3,1,Firefox,70,Macintosh,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,0,1,1,1,1,7,7,6,3,3,4,3,2,2, ,61,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,6,3,5, , ,1,231,11/18/19 14:39,2,1,5,2,13,1,1,1,0,28,12,18,14,15,87,16,28,19,21,31,115,202,1,2,0,0,0, ,2,0, , ,13,4,4,127.789,0,5,0,0,1,0,1
1,1220,11/19/19 14:35,Product # 32: ONXE USB LED Clock Fan with Real Time Display Function,6,6,Firefox,70,Windows NT 6.3,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,0,3,3,4,4,4,4,6,4,2,4,5,3,2, ,47,4,0,0,0,0,1,0,0, , , , , ,1, , , , ,1,3,4,4, , ,1,215,11/18/19 14:44,2,4,18,2,16,4,6,1,0,10,14,40,15,2,81,14,12,23,2,2,53,134,5,6,0,0,0, ,2,0, , ,16,4,4,164.086,0,18,0,0,1,0,1
1,967,11/20/19 10:02,"""Product # 64: Good Day, Bad Day - Funny 11 oz Rocks Glass, Permanently Etched""",7,7,Chrome,78.0.3904.97,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,0,7,6,6,7,2,5,5,4,1,2,4,4,2, ,39,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,6,5,3, , ,2,59,11/18/19 14:36,2,6,32,4,17,5,7,1,0,13,42,34,13,17,119,24,36,14,16,24,114,233,6,7,0,0,0, ,2,0, , ,17,4,4,175.6,0,32,0,0,1,0,1
1,513,11/21/19 9:27,"""Product # 65: Oh, For Fox Sake 15 oz Stemless Funny Glass | Unique Fox Themed Birthday Gifts For Men or Women""",6,6,Chrome,78.0.3904.96,Android 9,412x869, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,0,4,6,3,6,3,5,5,2,1,5,4,3,2, ,33,4,1,0,0,0,0,0,0, , , , , ,1, , , , ,1,3,4,2, , ,2,128,11/18/19 14:17,4,5,24,1,11,4,5,1,0,12,14,5,33,20,84,31,19,29,37,17,133,217,4.5,6,0,0,0, ,2,1, , ,11,3,3,137.52,0,24,0,0,1.5,0,1
1,420,11/19/19 14:17,"""Product # 18: Morris The Donkey - Desktop Note Pad, Note Dispenser and Pen Holder""",4,3,Chrome,78.0.3904.97,Windows NT 10.0,1280x720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,0,1,2,1,1,5,4,6,2,1,4,4,4,2, ,19,5,1,0,0,0,0,0,0, , , , , , ,1, , , ,6,3,5,2, , ,1,38,11/18/19 14:16,2,3,8,2,13,3,1,1,0,16,30,31,19,12,108,23,28,41,48,77,217,325,2,3.5,0,0,0, ,1,2, , ,13,3.5,3.5,141.681,0,8,0,0,1.5,0,1
1,617,11/19/19 12:05,"""Product # 114: Cute Girly Coffee Mug for Mom, Women - Mama Bear - Coral - Unique Fun Gifts for Her, Wife, Mom""",4,2,Chrome,78.0.3904.97,Windows NT 10.0,1536x864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,0,5,5,3,6,3,7,5,2,1,5,2,1,2, ,32,4,1,0,0,0,0,0,0, , , , , ,1, , , , ,2,6,4,2, , ,3,48,11/18/19 14:31,3,5,24,1,7,2,1,1,0,29,16,11,24,18,98,20,27,30,28,21,126,224,1.5,3,0,0,0, ,2,1, , ,7,3,3,210.885,0,24,0,0,1.5,0,1
1,466,11/19/19 14:36,Product # 2: Artinova Elephant Shape Wooden Pen Cup Cell Phone Stand,5,3,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,0,4,3,3,4,4,4,5,4,3,3,4,4,2, ,24,3,0,0,1,0,0,0,0, , ,1, , , , , , , ,6,6,2,5, , ,1,29,11/18/19 14:39,3,4,18,3,18,3,2,1,0,10,12,49,22,51,144,44,42,22,71,38,217,361,2.5,4,0,0,0, ,2,1, , ,18,3.5,3.5,132.713,0,18,0,0,1.5,0,1
1,786,11/20/19 13:46,"""Product # 200: Lenovo Laptop Backpack B210, 15.6-Inch Laptop and Tablet, Durable, Water-Repellent, Lightweight""",6,4,Chrome,78.0.3904.97,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,0,4,3,5,4,3,4,6,4,2,1,4,4,2, ,22,4,0,0,0,0,0,1,0, ,1, , , , , , , , ,1,3,5,2, , ,5,67,11/18/19 14:23,2,5,21,5,19,6,5,1,0,33,39,23,35,13,143,61,85,19,52,30,247,390,5.5,5,0,0,0, ,0,-1, , ,19,3.5,3.5,264.475,0,21,0,0,-.5,0,1
1,315,11/20/19 10:15,"""Product # 23: Fred FUNNY SIDE UP Silicone Egg Mold, Cat""",4,4,Chrome,78.0.3904.97,Windows NT 10.0,1334x834, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,4,4,4,4,3,5,5,2,2,4,4,3,2, ,62,1,1,0,0,0,0,0,0, ,1, , , , , , , , ,3,2,5,3, , ,1,30,11/18/19 14:39,3,5,21,2,13,4,4,1,0,18,16,9,18,26,87,5,12,9,25,2,53,140,4,4,0,0,0, ,0,0, , ,13,4,4,102.126,0,21,0,0,0,0,1
1,722,11/20/19 10:35,"""Product # 118: TechWare Pro Ankle Brace Compression Sleeve - Relieves Achilles Tendonitis, Joint Pain. Plantar Fasciitis Foot Sock""",4,5,Firefox,68,Android 9,414x818, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,0,4,4,2,5,5,4,6,2,3,4,4,5,2, ,38,1,0,0,0,0,1,0,0, ,1, , , , , , , , ,6,6,3,3, , ,3,41,11/18/19 14:46,2,3,18,2,16,4,5,1,0,21,5,12,5,5,48,6,6,6,6,55,79,127,4.5,4.5,0,0,0, ,0,0, , ,16,3,3,62.081,0,18,0,0,0,0,1
1,827,11/20/19 9:58,"""Product # 71: Handsfree Call Car Charger,Wireless Bluetooth FM Transmitter Radio Receiver,Mp3 Music Stereo Adapter""",7,7,Chrome,78.0.3904.97,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,0,4,5,5,5,3,5,5,4,4,4,5,4,2, ,39,3,0,0,0,0,1,0,0, ,1, , , , , , , , ,1,6,5,1, , ,2,35,11/18/19 14:26,3,5,24,2,19,7,7,1,0,33,18,23,20,11,105,41,41,41,41,41,205,310,7,7,0,0,0, ,0,0, , ,19,3,3,117.994,0,24,0,0,0,0,1
1,364,11/20/19 9:50,Product # 1: Nessie Ladle Turquoise by OTOTO,6,6,Chrome,78.0.3904.97,Macintosh,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,0,4,4,3,3,5,6,6,4,5,2,4,5,2, ,49,4,0,0,0,0,1,0,0, ,1, , , , , , , , ,1,9,5,4, , ,1,41,11/18/19 14:38,2,3,17,4,22,6,4,1,0,19,19,34,19,36,127,72,50,14,21,37,194,321,5,6,0,0,0, ,0,2, , ,22,4.5,4.5,128.27,0,17,0,0,1,0,1
1,2610,11/20/19 10:44,Product # 4: Vproof Selfie Stick Bluetooth,6,7,Chrome,78.0.3904.97,Windows NT 10.0,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,1,1,1,2,7,5,6,5,3,5,4,2,2, ,23,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,5,4,4, , ,1,71,11/18/19 14:37,4,1,6,1,15,5,5,1,0,59,11,7,12,35,124,27,20,39,37,16,139,263,5,6.5,0,0,0, ,1,2, , ,15,4,4,1826.761,0,6,0,0,1.5,0,1
1,1151,11/20/19 10:14,Product # 5: Beyution Bluetooth Wireless Headphones with Built-in,4,5,Chrome,71.0.3578.99,Android 9,320x658, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,0,3,4,5,5,4,3,5,4,4,4,4,4,2, ,56,3,0,0,0,0,1,0,0, ,1, , , , , , , , ,1,7,4,3, , ,1,185,11/18/19 14:50,2,4,21,2,18,3,3,1,0,7,18,17,17,9,68,18,24,32,27,25,126,194,3,4.5,0,0,0, ,1,2, , ,18,3.5,3.5,426.094,0,21,0,0,1.5,0,1
1,790,11/20/19 10:15,"""Product # 101: Horsebiz Eco-Friendly Bamboo 2.4 GHZ Wireless Optical Mice DPI 1200/1600 for PC, Laptop, Notebook, Computer, MacBook""",4,5,Chrome,78.0.3904.108,Macintosh,1280x800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,0,4,4,4,6,5,5,3,2,3,4,2,3,2, ,30,4,0,1,0,0,0,0,0, , ,1, , , , , , , ,1,7,4,3, , ,3,46,11/18/19 14:26,3,3,21,2,12,3,3,1,0,25,36,28,30,15,134,59,55,35,22,40,211,345,3,4.5,0,0,0, ,1,2, , ,12,3.5,3.5,165.055,0,21,0,0,1.5,0,1
1,420,11/20/19 13:47,"""Product # 200: Lenovo Laptop Backpack B210, 15.6-Inch Laptop and Tablet, Durable, Water-Repellent, Lightweight""",3,1,Chrome,77.0.3865.120,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,0,4,4,2,5,5,2,5,2,3,5,2,4,1, ,22,2,1,0,0,0,0,0,0, , ,1, , , , , , , ,6,2,5,2, , ,5,46,11/18/19 14:32,2,3,18,1,12,4,1,1,0,5,5,5,8,21,44,5,30,15,3,3,56,100,2.5,2,0,0,0, ,-1,0, , ,12,3.5,3.5,51.248,1,18,0,0,-.5,0,1
1,732,11/19/19 14:21,Product # 120: YETI Rambler Stainless Steel Vacuum Insulated Tumbler with Lid,4,4,Safari iPhone,12.1.2,iPhone,375x667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,4,4,5,5,3,4,6,4,3,3,4,4,1, ,35,5,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,7,1,2, , ,3,34,11/18/19 14:36,2,5,23,3,18,4,4,1,0,10,21,7,5,8,51,10,4,11,7,8,40,91,4,4,0,0,0, ,0,0, , ,18,1.5,1.5,85.609,1,23,0,0,0,0,1
1,438,11/20/19 10:27,Product # 4: Vproof Selfie Stick Bluetooth,3,4,Chrome,78.0.3904.97,Windows NT 10.0,2560x1440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,0,3,3,4,3,4,2,5,4,1,3,4,4,1, ,52,1,1,0,0,0,0,0,0, , , ,1, , , , , , ,6,6,3,3, , ,1,31,11/18/19 14:33,2,4,17,3,16,3,4,1,0,22,17,10,36,12,97,18,42,16,35,12,123,220,3.5,3.5,0,0,0, ,0,0, , ,16,3,3,168.461,1,17,0,0,0,0,1
1,457,11/20/19 10:09,Product # 94: llama stuffed animal - The Original No Prob Llama lama alpaca plush animals toy.,4,5,Chrome,78.0.3904.96,Android 10,808x393, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,0,4,5,3,6,3,5,5,2,2,4,4,4,1, ,35,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,7,4,3, , ,3,69,11/18/19 14:40,3,5,23,2,14,4,5,1,0,10,4,16,15,19,64,11,25,14,30,34,114,178,4.5,4.5,0,0,0, ,0,0, , ,14,3.5,3.5,158.147,1,23,0,0,0,0,1
1,834,11/20/19 14:56,"""Product # 200: Lenovo Laptop Backpack B210, 15.6-Inch Laptop and Tablet, Durable, Water-Repellent, Lightweight""",5,5,Chrome,78.0.3904.108,Macintosh,1440x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,3,3,2,1,2,5,5,2,3,4,4,4,1, ,38,3,0,1,0,0,0,0,0, ,1, , , , , , , , ,6,6,4,3, , ,5,53,11/18/19 14:30,2,6,15,2,15,5,5,1,0,52,40,31,41,50,214,70,42,50,43,41,246,460,5,5,0,0,0, ,0,0, , ,15,3.5,3.5,459.843,1,15,0,0,0,0,1
1,213,11/19/19 14:14,Product # 8: I survived another meeting - 11OZ ceramic coffee mugs (2 pack),4,4,Chrome,78.0.3904.70,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,0,4,4,3,5,3,4,5,5,5,1,5,5,1, ,32,2,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,6,5,3, , ,1,28,11/18/19 14:44,2,5,21,5,25,4,4,1,0,10,17,23,16,53,119,20,43,22,52,34,171,290,4,4,0,0,0, ,0,0, , ,25,4,4,51.425,1,21,0,0,0,0,1
1,707,11/20/19 10:27,Product # 13: Boumbi Fragrant Camphor Laurel Wood Cell Phone Stand,3,1,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,0,1,1,3,5,6,7,6,3,4,4,4,4,1, ,39,1,1,0,0,0,0,0,0, , , ,1, , , , , , ,6,6,1,4, , ,1,38,11/18/19 14:27,2,2,12,2,17,3,1,1,0,22,10,13,25,49,119,11,12,32,26,26,107,226,2,2,0,0,0, ,0,0, , ,17,2.5,2.5,317.61,1,12,0,0,0,0,1
1,413,11/19/19 14:20,Product # 8: I survived another meeting - 11OZ ceramic coffee mugs (2 pack),4,3,Chrome,78.0.3904.97,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,0,4,5,5,6,5,5,6,4,2,2,5,4,1, ,40,5,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,7,2,2, , ,1,23,11/18/19 14:27,3,3,23,4,19,4,3,1,0,11,26,25,36,23,121,22,30,34,56,57,199,320,3.5,3.5,0,0,0, ,0,0, , ,19,2,2,137.357,1,23,0,0,0,0,1
1,248,11/19/19 14:14,"""Product # 35: Snuggie- The Original Wearable Blanket, As Seen On TV- Plaid""",4,5,Chrome,78.0.3904.97,Windows NT 10.0,1360x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,0,7,5,5,6,3,4,3,3,1,4,4,2,1, ,19,5,0,0,0,0,1,0,0, , , , , , ,1, , , ,6,3,5,5, , ,1,27,11/18/19 14:27,3,5,28,2,12,4,5,1,0,24,53,26,23,22,148,34,13,69,43,16,175,323,4.5,4.5,0,0,0, ,0,0, , ,12,5,5,79.366,1,28,0,0,0,0,1
1,994,11/20/19 10:08,Product # 197: Carhartt Men's Odessa Cap,3,4,Chrome,78.0.3904.97,Windows NT 10.0,1600x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,0,3,2,2,4,3,2,6,3,4,4,4,3,1, ,31,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,5,4,3, , ,5,70,11/18/19 14:34,2,5,16,2,16,3,4,1,0,15,14,48,36,46,159,29,50,52,45,60,236,395,3.5,3.5,0,0,0, ,0,0, , ,16,3.5,3.5,294.219,1,16,0,0,0,0,1
1,424,11/20/19 10:00,Product # 37: Shooting Star Puzzle: Handmade & Organic 3D Brain Teaser Wooden Puzzle for Adults,5,5,Chrome,78.0.3904.97,Macintosh,1600x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,7,7,6,7,1,5,5,5,4,1,5,5,1, ,40,3,1,0,0,0,0,0,0, ,1, , , , , , , , ,2,3,5,3, , ,1,60,11/18/19 14:38,4,7,34,5,24,5,5,1,0,11,14,17,18,18,78,5,20,36,14,22,97,175,5,5,0,0,0, ,0,0, , ,24,4,4,102.706,1,34,0,0,0,0,1
1,455,11/20/19 10:02,Product # 5: Beyution Bluetooth Wireless Headphones with Built-in,6,6,Chrome,78.0.3904.87,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,0,4,4,2,2,3,6,6,2,2,4,4,4,1, ,24,1,1,0,0,0,0,0,0, , , , , , , , , ,1,6,1,4,2, , ,1,19,11/18/19 14:32,2,5,17,2,14,6,6,1,0,67,59,43,21,39,229,51,69,67,45,94,326,555,6,6,0,0,0, ,0,0, , ,14,3,3,179.729,1,17,0,0,0,0,1
1,1046,11/19/19 14:44,"""Product # 73: Key Finder, FindKey Wireless Key RF Locator""",6,6,Firefox,52.9,Windows NT 6.3,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,0,4,4,2,2,5,4,5,2,3,3,2,3,1, ,29,1,0,0,1,0,0,0,0, , ,1, , , , , , , ,6,2,4,3, , ,2,74,11/18/19 14:32,2,3,15,3,13,6,6,1,0,45,56,37,36,58,232,20,36,20,24,47,147,379,6,6,0,0,0, ,0,0, , ,13,3.5,3.5,358.32,1,15,0,0,0,0,1
1,1468,11/19/19 14:37,"""Product # 200: Lenovo Laptop Backpack B210, 15.6-Inch Laptop and Tablet, Durable, Water-Repellent, Lightweight""",5,6,Firefox,70,Windows NT 10.0,1680x1050, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,0,6,6,5,7,3,5,6,2,2,4,4,5,1, ,37,5,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,5,4,2, , ,5,104,11/18/19 14:29,3,5,29,2,15,5,6,1,0,28,55,8,9,26,126,34,32,35,21,38,160,286,5.5,5.5,0,0,0, ,0,0, , ,15,3,3,338.811,1,29,0,0,0,0,1
1,301,11/20/19 10:27,"""Product # 200: Lenovo Laptop Backpack B210, 15.6-Inch Laptop and Tablet, Durable, Water-Repellent, Lightweight""",5,5,Chrome,78.0.3904.97,Windows NT 10.0,1600x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,0,6,6,5,6,2,5,4,4,4,2,4,2,1, ,28,2,1,0,0,0,0,0,0, ,1, , , , , , , , ,6,6,2,3, , ,5,18,11/18/19 14:42,3,6,29,4,18,5,5,1,0,26,25,19,20,22,112,27,41,25,32,4,129,241,5,5,0,0,0, ,0,0, , ,18,2.5,2.5,66.99,1,29,0,0,0,0,1
1,1618,11/19/19 14:37,"""Product # 24: Silver Star Wars Ep 5 & Empire 2-Piece Colored Glass Pint Set, 16-Ounces""",4,5,Chrome,78.0.3904.97,Windows NT 10.0,1600x900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,0,2,4,3,5,6,4,6,4,4,4,5,3,1, ,34,1,1,0,0,0,0,0,0, , , , ,1, , , , , ,6,3,5,4, , ,1,95,11/18/19 14:33,2,2,16,2,18,4,5,1,0,46,64,89,170,147,516,69,195,82,116,122,584,1100,4.5,4.5,0,0,0, ,0,0, , ,18,4.5,4.5,620.069,1,16,0,0,0,0,1
1,322,11/20/19 13:30,Product # 7: WoneNice Camping Hammock - Portable Lightweight Double Nylon Hammock,6,4,Chrome,78.0.3904.97,Windows NT 6.1,1366x768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,0,4,4,3,5,4,3,5,2,4,3,5,4,1, ,30,1,1,0,0,0,0,0,0, , , ,1, , , , , , ,6,6,5,5, , ,1,617,11/18/19 14:42,2,4,20,3,18,5,4,1,0,11,20,41,22,52,146,21,39,29,52,51,192,338,4.5,5,0,0,0, ,1,0, , ,18,5,5,106.61,1,20,0,0,.5,0,1
1,443,11/19/19 14:16,Product # 180: OMEM Multi Color Aquarium Set Moss Ball Terrarium Gravel Doll Boat Workbench Decoration Turtles,4,2,Chrome,78.0.3904.108,Windows NT 10.0,1920x1080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,0,3,3,2,5,6,3,6,4,4,2,4,5,1, ,31,4,1,0,0,0,0,0,0, ,1, , , , , , , , ,1,7,4,5, , ,5,37,11/18/19 14:48,2,2,15,4,21,4,1,1,0,13,30,25,58,35,161,15,21,25,46,42,149,310,2.5,3,0,0,0, ,0,1, , ,21,4.5,4.5,80.508,1,15,0,0,.5,0,1
1,581,11/19/19 14:19,"""Product # 77: Pocket Blanket -Compact Picnic Blanket (60""""x 56"""") - Sand Proof Beach Blanket / 100% Waterproof Ground Cover""",6,6,Chrome,79.0.3945.36,Windows NT 10.0,1536x864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,0,5,5,3,5,5,6,5,4,4,2,4,4,1, ,20,2,1,0,0,0,0,0,0, , , , , , ,1, , , ,6,3,2,3, , ,2,36,11/18/19 14:27,2,3,21,4,20,6,5,1,0,8,10,8,6,7,39,20,31,19,24,18,112,151,5.5,6,0,0,0, ,0,1, , ,20,2.5,2.5,220.706,1,21,0,0,.5,0,1
