StartDateofShoppingStudyPart1,DurationinsecondsofShoppingStudyPart1,age,InformedConsent,ProductSelected,PRE_FeltUrge,PRE_PurchaseIntent,gender,gender_other,StartDateofShopping_Study_Part2,DurationinsecondsofShopping_Study_Part2,POST_FeltUrge,POST_PurchaseIntent,Shopped,Bought,ImpulseBuyngFreq,MaritalStatus,Race_white,Race_hispaniclatino,Race_black,Race_nativeamerican,Race_asian,Race_pacificislander,Race_other,Race_othertext,employment_full,employment_part,employment_outandlooking,employment_outandNotlooking,employment_stayathomeparent,employment_student,employment_military,employment_retired,employment_unabletowork,employment_other,employment_otherText,education,householdincome,DIFF_Urge,DIFF_Intent,TimeElapsed_Minutes,TimeElapsed_Hours,Part1_Complete,Part2_Complete,filter_$,PRE_UrgeIntent_INDEX,POST_UrgeIntent_INDEX,DIFF_UrgeIntent_INDEX,ImpFreq_HighLow
01/29/2018 11:17 AM,115,22,1,2,4,4,2, ,01/31/2018 12:21 PM,72,2,3,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,2,6,2,1,2944,49.06666667,1,1,1,4,2.5,1.5,1
01/29/2018 10:21 AM,179,19,1,3,4,3,2, ,01/30/2018 8:08 PM,62,4,3,0,0,2,6, , ,., ,1, , , , ,1, , , ,1, , , , , ,3,6,0,0,2025,33.75,1,1,1,3.5,3.5,0, 
01/29/2018 12:30 PM,95,20,1,6,4,2,2, ,02/02/2018 10:36 PM,74,5,4,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,5,-1,-2,6365,106.0833333,1,1,1,3,4.5,-1.5,1
01/29/2018 9:41 AM,70,19,1,5,4,5,2, ,01/30/2018 9:21 AM,70,4,2,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,4,0,3,1419,23.65,1,1,1,4.5,3,1.5, 
01/29/2018 9:44 AM,92,22,1,5,4,3,2, ,01/30/2018 8:31 AM,64,3,2,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,2,1,1,1128,18.8,1,1,1,3.5,2.5,1,1
01/29/2018 9:33 AM,76,18,1,1,4,2,2, ,01/30/2018 9:54 AM,77,2,4,0,0,2,6,1, ,., , , , , ,1, , , , , , , , , , ,2,6,2,-2,1461,24.35,1,1,1,3,3,0, 
01/29/2018 12:21 PM,85,18,1,2,4,2,2, ,01/30/2018 12:56 PM,338,4,2,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,5,0,0,1479,24.65,1,1,1,3,3,0, 
01/29/2018 9:31 PM,121,18,1,5,4,4,1, ,01/30/2018 11:07 AM,65,3,2,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,4,1,2,815,13.58333333,1,1,1,4,2.5,1.5, 
01/29/2018 11:43 AM,149,20,1,1,4,3,1, ,01/30/2018 8:30 AM,86,3,2,0,0,2,6,1, ,., , , , , , ,1, , , ,1, , , , , ,3,1,1,1,1247,20.78333333,1,1,1,3.5,2.5,1, 
01/29/2018 10:04 AM,66,18,1,5,4,1,2, ,01/30/2018 9:38 AM,68,2,1,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,2,5,2,0,1414,23.56666667,1,1,1,2.5,1.5,1, 
01/29/2018 9:33 AM,62,21,1,2,4,4,2, ,01/30/2018 9:35 AM,70,4,4,0,0,4,6,1, ,., , , , , , , , , , ,1, , , , , ,2,1,0,0,1203,20.05,1,1,1,4,4,0,1
01/29/2018 12:36 PM,155,19,1,3,4,2,2, ,01/30/2018 9:18 AM,153,2,1,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,2,2,1,1242,20.7,1,1,1,3,1.5,1.5, 
01/29/2018 9:48 AM,101,18,1,6,4,2,1, ,01/30/2018 8:27 AM,315,2,2,0,0,1,6, , ,., ,1, , , , ,1, , , ,1, , , , , ,3,4,2,0,1362,22.7,1,1,1,3,2,1,0
01/29/2018 1:40 PM,53,20,1,2,4,2,2, ,01/30/2018 9:49 AM,98,3,2,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,1,1,0,1210,20.16666667,1,1,1,3,2.5,.5, 
01/29/2018 11:13 AM,63,21,1,1,4,4,1, ,01/30/2018 10:01 AM,122,3,3,0,0,2,6,1, ,., , , , , , ,1, , , , , , , , , ,6,1,1,1,1369,22.81666667,1,1,1,4,3,1, 
01/29/2018 9:32 AM,101,19,1,5,4,3,1, ,01/30/2018 8:25 AM,89,4,3,0,0,2,6,1, ,1,1, , , , , , , , , ,1, , , , , ,2,1,0,0,1373,22.88333333,1,1,1,3.5,3.5,0, 
01/29/2018 9:41 AM,108,19,1,2,4,4,1, ,01/30/2018 8:28 AM,104,2,2,0,0,1,6,1, ,., , , , , , , , , , ,1, , , , , ,3,6,2,2,1367,22.78333333,1,1,1,4,2,2,0
01/29/2018 12:50 PM,55,23,1,5,4,1,2, ,01/30/2018 11:12 AM,61,4,1,0,0,3,6, , ,., , , ,1,ME/NA, , , , , ,1, , , , , ,3,6,0,0,1342,22.36666667,1,1,1,2.5,2.5,0,1
01/29/2018 8:44 PM,96,18,1,5,4,4,2, ,01/30/2018 9:13 AM,86,4,4,0,0,2,6, , ,1, , , , , , , , , , ,1, , , , , ,2,2,0,0,748,12.46666667,1,1,1,4,4,0, 
01/29/2018 10:32 AM,120,20,1,2,4,2,2, ,01/30/2018 1:32 PM,112,2,1,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,5,2,1,1619,26.98333333,1,1,1,3,1.5,1.5,1
01/29/2018 9:44 AM,89,29,1,5,4,3,1, ,01/30/2018 1:01 PM,524,2,2,0,0,1,1,1, ,.,1, , , , , , , , , ,1, , , , , ,5,1,2,1,1644,27.4,1,1,1,3.5,2,1.5,0
01/29/2018 9:30 AM,54,18,1,6,4,2,2, ,01/30/2018 9:05 AM,47,4,2,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,5,4,0,0,1175,19.58333333,1,1,1,3,3,0, 
01/29/2018 9:31 AM,62,19,1,3,4,3,1, ,01/30/2018 8:26 AM,48,3,1,0,0,2,6,1, ,., ,1, , , , , , , , ,1, , , , , ,2,6,1,2,1375,22.91666667,1,1,1,3.5,2,1.5, 
02/01/2018 2:19 PM,230,21,1,6,4,5,1, ,02/02/2018 12:16 PM,118,4,5,0,0,2,6,1, ,., ,1, , , , , , , , ,1, , , , , ,2,6,0,0,1315,21.91666667,1,1,1,4.5,4.5,0, 
01/29/2018 10:53 AM,126,18,1,6,4,2,2, ,01/30/2018 4:34 PM,93,2,2,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,1,2,0,1780,29.66666667,1,1,1,3,2,1, 
01/29/2018 11:13 AM,70,18,1,2,4,3,2, ,01/30/2018 8:44 AM,74,3,2,0,0,2,6, ,1,., , , ,1,Middle Eastern, ,1, , , ,1, , , , , ,2,4,1,1,1292,21.53333333,1,1,1,3.5,2.5,1, 
02/01/2018 9:00 AM,99,21,1,3,4,3,1, ,02/04/2018 11:22 AM,88,4,2,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,6,0,1,4462,74.36666667,1,1,1,3.5,3,.5, 
01/30/2018 10:59 PM,230,19,1,1,4,3,1, ,01/31/2018 4:56 PM,82,2,2,0,0,3,6,1, ,., , , , , , , , ,1, ,1, , , , , ,3,4,2,1,1075,17.91666667,1,1,1,3.5,2,1.5,1
01/29/2018 1:12 PM,141,23,1,2,4,5,2, ,01/30/2018 10:24 AM,72,4,5,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,6,6,0,0,1271,21.18333333,1,1,1,4.5,4.5,0,1
01/29/2018 9:35 AM,48,19,1,5,4,4,1, ,01/30/2018 1:20 PM,48,3,3,0,0,3,6, , ,., ,1, , , , ,1, , , , , , , , , ,3,1,1,1,1665,27.75,1,1,1,4,3,1,1
01/29/2018 10:39 AM,77,19,1,1,4,5,1, ,01/30/2018 8:46 PM,52,5,5,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,6,-1,0,2047,34.11666667,1,1,1,4.5,5,-.5, 
01/29/2018 5:45 PM,290,18,1,5,4,3,1, ,01/30/2018 1:27 PM,65,4,4,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,6,0,-1,1178,19.63333333,1,1,1,3.5,4,-.5, 
01/29/2018 11:14 AM,82,20,1,6,4,3,2, ,01/30/2018 9:03 AM,196,4,5,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,6,0,-2,1311,21.85,1,1,1,3.5,4.5,-1,1
01/29/2018 9:33 AM,63,21,1,2,4,4,2, ,01/30/2018 9:12 AM,93,3,2,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,6,1,2,1181,19.68333333,1,1,1,4,2.5,1.5, 
01/29/2018 8:35 PM,50,20,1,5,4,3,1, ,01/30/2018 9:44 AM,67,1,1,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,5,3,2,789,13.15,1,1,1,3.5,1,2.5,1
01/29/2018 9:31 AM,155,22,1,2,4,3,2, ,01/30/2018 8:31 AM,93,4,3,0,0,3,2, , ,., ,1, , , , , , , , ,1, , , , , ,3,4,0,0,1379,22.98333333,1,1,1,3.5,3.5,0,1
01/29/2018 9:32 AM,82,18,1,2,4,5,1, ,01/30/2018 9:21 PM,63,3,4,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,6,1,1,2149,35.81666667,1,1,1,4.5,3.5,1, 
01/29/2018 9:51 AM,68,18,1,5,5,2,1, ,01/30/2018 8:41 AM,47,2,2,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,2,6,3,0,1131,18.85,1,1,1,3.5,2,1.5,1
01/29/2018 10:17 AM,65,22,1,5,5,4,1, ,01/30/2018 11:47 AM,181,6,5,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,1,-1,-1,1532,25.53333333,1,1,1,4.5,5.5,-1, 
01/29/2018 1:50 PM,75,20,1,5,5,5,1, ,01/30/2018 9:18 AM,67,5,5,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,3,0,0,1167,19.45,1,1,1,5,5,0, 
01/29/2018 9:31 AM,4559,21,1,2,5,4,2, ,01/30/2018 8:30 AM,73,5,5,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,5,0,-1,1140,19,1,1,1,4.5,5,-.5, 
01/29/2018 11:53 AM,62,21,1,2,5,3,2, ,01/30/2018 9:02 AM,45,3,3,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,6,5,2,0,1269,21.15,1,1,1,4,3,1, 
01/29/2018 6:49 PM,61,21,1,6,5,7,2, ,01/30/2018 6:47 PM,83,6,4,0,0,3,6,1, ,., , , , , , , , , , ,1, , , , , ,3,1,-1,3,1439,23.98333333,1,1,1,6,5,1,1
01/29/2018 10:49 AM,150,18,1,6,5,4,2, ,01/30/2018 10:43 AM,108,4,4,0,0,3,6,1, ,., , , , , , , , ,1, ,1, , , , , ,2,1,1,0,1434,23.9,1,1,1,4.5,4,.5,1
01/29/2018 9:34 AM,77,21,1,5,5,3,1, ,01/30/2018 8:33 AM,81,5,4,0,0,3,6, , ,., ,1, , , , , , , , ,1, , , , , ,3,5,0,-1,1380,23,1,1,1,4,4.5,-.5,1
01/30/2018 2:59 PM,123,18,1,6,5,3,2, ,01/31/2018 4:33 PM,121,3,2,0,0,1,6, , ,., , , ,1,Arab/middle eastern, , ,1, , ,1, , , , , ,3,1,2,1,1534,25.56666667,1,1,1,4,2.5,1.5,0
01/29/2018 10:10 AM,106,18,1,5,5,1,2, ,01/30/2018 9:13 PM,63,4,1,0,0,3,6, ,1,., , , , , , ,1, , , ,1, , , , , ,3,4,1,0,2102,35.03333333,1,1,1,3,2.5,.5,1
01/29/2018 9:32 AM,128,20,1,6,5,3,2, ,01/30/2018 8:29 AM,73,2,2,0,0,2,6,1, ,., , , , , , , , , , ,1, , , , , ,3,6,3,1,1376,22.93333333,1,1,1,4,2,2, 
01/29/2018 2:10 PM,80,19,1,5,5,4,2, ,01/30/2018 9:39 AM,84,4,4,0,0,2,6,1, ,., , , , , , ,1, , , , , , , , , ,3,4,1,0,1170,19.5,1,1,1,4.5,4,.5, 
01/30/2018 12:08 AM,758,20,1,5,5,5,1, ,01/30/2018 11:16 AM,50,2,4,0,0,2,6,1, ,., ,1, , , , , , , , ,1, , , , , ,3,5,3,1,429,7.15,1,1,1,5,3,2, 
01/29/2018 9:41 AM,67,18,1,6,5,4,2, ,01/30/2018 8:50 AM,61,5,4,0,0,2,6,1, ,., , , , , , ,1, , , , , , , , , ,3,5,0,0,1389,23.15,1,1,1,4.5,4.5,0, 
01/29/2018 2:52 PM,108,23,1,3,6,5,1, ,01/30/2018 6:40 PM,81,5,4,0,0,2,6, , ,., ,1, , , , , , , , ,1, , , , , ,2,2,1,1,1667,27.78333333,1,1,1,5.5,4.5,1, 
01/29/2018 10:37 AM,96,18,1,6,6,5,1, ,01/30/2018 8:34 AM,68,6,5,0,0,2,6,1, ,., , , , , , ,1, , , , , , , , , ,3,1,0,0,1317,21.95,1,1,1,5.5,5.5,0, 
01/29/2018 10:11 AM,73,18,1,3,6,5,2, ,01/30/2018 10:10 AM,147,5,5,0,0,3,6,1, ,., , , , , , ,1, , , , , , , , , ,2,3,1,0,1439,23.98333333,1,1,1,5.5,5,.5,1
01/29/2018 1:39 PM,96,18,1,1,6,7,1, ,01/30/2018 9:14 AM,84,4,6,0,0,3,6, , ,1, , , , , , , , , , ,1, , , , , ,2,3,2,1,1174,19.56666667,1,1,1,6.5,5,1.5,1
01/29/2018 10:18 AM,139,21,1,2,6,5,2, ,01/30/2018 8:41 AM,59,5,4,0,0,2,6, , ,., , , ,1,Middle Eastern, ,1, , , ,1, , , , , ,3,1,1,1,1342,22.36666667,1,1,1,5.5,4.5,1, 
01/29/2018 10:33 AM,69,21,1,6,7,6,2, ,01/30/2018 11:34 AM,103,5,4,0,0,3,2,1, ,., , , , , , ,1, , , ,1, , , , , ,3,1,2,2,1502,25.03333333,1,1,1,6.5,4.5,2,1
01/29/2018 9:37 AM,47,19,1, , , , , ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , , , 
01/29/2018 3:17 PM,80,18,1, , , , , ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , , , 
01/29/2018 9:42 AM,33,21,1, , , , , ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , , , 
01/29/2018 3:28 PM,125,21,1,3,2,1,1, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,1.5, , , 
01/29/2018 9:50 AM,86,21,1,1,2,3,2, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,2.5, , , 
01/29/2018 1:21 PM,62,20,1,5,2,1,2, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,1.5, , , 
01/29/2018 9:31 AM,83,18,1,5,3,2,2, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,2.5, , , 
01/29/2018 9:40 AM,109,19,1,2,3,3,2, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,3, , , 
01/29/2018 11:56 AM,77,23,1,2,3,2,1, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,2.5, , , 
01/29/2018 10:09 AM,56,20,1,6,4,2,1, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,3, , , 
01/31/2018 11:27 AM,48,20,1,3,4,4,1, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,4, , , 
01/29/2018 3:11 PM,77,21,1,5,4,2,2, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,3, , , 
01/29/2018 9:36 AM,62,19,1,5,4,4,2, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,4, , , 
01/29/2018 11:43 AM,117,23,1,6,4,2,2, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,3, , , 
01/29/2018 11:09 AM,94,19,1,1,5,6,2, ,.,., , , , , , , , ,., , , , , , , , , , , , , , , , , , , , , , ,1,0,0,5.5, , , 
